season,teamCode,xBin,yBin,shots,goals,avg_xG,goal_rate
2018,ARI,20,20,1,0,0.00714954,0.0
2018,ARI,20,25,1,0,0.0160764,0.0
2018,ARI,20,30,1,0,0.0106564,0.0
2018,ARI,20,35,5,1,0.074069704,0.2
2018,ARI,25,-40,1,0,0.00963524,0.0
2018,ARI,25,-30,1,0,0.00449663,0.0
2018,ARI,25,-15,1,0,0.001,0.0
2018,ARI,25,0,1,0,0.001,0.0
2018,ARI,25,5,1,0,0.0182869,0.0
2018,ARI,25,10,1,0,0.0103896,0.0
2018,ARI,25,25,1,0,0.0151595,0.0
2018,ARI,25,30,1,0,0.00561134,0.0
2018,ARI,25,35,3,0,0.008358853333333333,0.0
2018,ARI,30,-35,3,0,0.01985561333333333,0.0
2018,ARI,30,-30,5,0,0.01512520599999998,0.0
2018,ARI,30,-25,3,0,0.016811966666666667,0.0
2018,ARI,30,-20,3,1,0.021914100000000002,0.3333333333333333
2018,ARI,30,-15,5,0,0.013321900000000001,0.0
2018,ARI,30,-10,8,0,0.019836972499999987,0.0
2018,ARI,30,-5,15,3,0.06820081199999999,0.2
2018,ARI,30,0,4,0,0.02252729999999995,0.0
2018,ARI,30,5,6,1,0.12001745000000001,0.16666666666666666
2018,ARI,30,10,3,0,0.019025633333333333,0.0
2018,ARI,30,15,8,0,0.016402254999999987,0.0
2018,ARI,30,20,4,0,0.0081999075,0.0
2018,ARI,30,25,12,0,0.012977030833333307,0.0
2018,ARI,30,30,14,1,0.012205841428571422,0.07142857142857142
2018,ARI,30,35,8,0,0.01020983375,0.0
2018,ARI,35,-40,2,0,0.00446245,0.0
2018,ARI,35,-35,8,0,0.012737212499999975,0.0
2018,ARI,35,-30,14,0,0.01651422714285713,0.0
2018,ARI,35,-25,16,0,0.013613566249999987,0.0
2018,ARI,35,-20,7,1,0.014590328571428543,0.14285714285714285
2018,ARI,35,-15,10,0,0.025445762999999972,0.0
2018,ARI,35,-10,10,0,0.02533398999999999,0.0
2018,ARI,35,-5,9,0,0.024524613333333313,0.0
2018,ARI,35,0,20,1,0.038659556999999976,0.05
2018,ARI,35,5,12,1,0.029166974999999998,0.08333333333333333
2018,ARI,35,10,5,0,0.013470124,0.0
2018,ARI,35,15,8,0,0.012579263749999988,0.0
2018,ARI,35,20,23,2,0.013084251304347804,0.08695652173913043
2018,ARI,35,25,19,1,0.016019269999999985,0.05263157894736842
2018,ARI,35,30,12,1,0.013305887499999983,0.08333333333333333
2018,ARI,35,35,6,0,0.009853015,0.0
2018,ARI,40,-40,1,0,0.001,0.0
2018,ARI,40,-35,12,0,0.011723415833333334,0.0
2018,ARI,40,-30,14,0,0.012184123571428571,0.0
2018,ARI,40,-25,13,0,0.01552566769230766,0.0
2018,ARI,40,-20,13,0,0.028535492307692287,0.0
2018,ARI,40,-15,5,1,0.02725196,0.2
2018,ARI,40,-10,13,2,0.030176838461538437,0.15384615384615385
2018,ARI,40,-5,10,1,0.03828429999999997,0.1
2018,ARI,40,0,11,0,0.03255005363636362,0.0
